"Nom de domaine";"Pays BE";"Departement BE";"Ville BE";"Nom BE";"Sous domaine";"Type du titulaire";"Pays titulaire";"Departement titulaire";"Domaine IDN";"Date de création";"Date de retrait du WHOIS"
aafp.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;33;0;16-06-2012;
aafp-garde-enfant.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;94;0;24-01-2012;
aafpil.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;26-07-2020;
aafpp.fr;DK;99;COPENHAGUE S;Ascio Technologies Inc. Danmark - filial af Ascio Technologies Inc. USA;fr;ORG;FR;92;0;11-01-2016;11-02-2018
aafp-rouen.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;76;0;12-06-2008;23-08-2020
aafps47.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;63;0;23-04-2015;
aafp13.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;ORG;FR;13;0;26-02-2013;
aafp14.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;14;0;19-03-2014;
aafp44.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;44;0;25-03-2005;
aafp49-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;26-05-2020;
aafp50.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;ORG;FR;50;0;06-05-2019;
aafp62.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;20-10-2016;
aafp76.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;76;0;20-03-2012;31-05-2020
aafp84.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;14;0;30-09-2009;29-11-2019
a-a.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;07-07-1998;
aa.fr;FR;75;PARIS;EXCEPTIONNEL;fr;PERSON;FR;75;0;09-03-2015;
aafrance.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;75;0;13-01-2009;
aafrance-service.fr;FR;31;TOULOUSE;NFRANCE CONSEIL SAS;fr;ORG;FR;75;0;04-10-2013;04-11-2017
aaf-renovation-interieur.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;;;;0;16-02-2011;14-03-2014
aaf-renov.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;FR;93;0;21-01-2015;20-02-2016
aafr.fr;FR;26;NYONS CEDEX;PRIVIANET;fr;ORG;FR;93;0;13-12-2011;
aaf-sa.fr;FR;75;PARIS;Société Française du Radiotéléphone - SFR;fr;ORG;FR;27;0;29-10-1999;
aafs.asso.fr;FR;75;PARIS;SCALEWAY;asso.fr;ORG;FR;68;0;08-06-2005;
aafsbc.fr;DK;99;COPENHAGUE V;One.com A/S;fr;ORG;FR;24;0;12-01-2017;12-02-2019
aafsd.fr;FR;75;PARIS;GANDI;fr;ORG;FR;91;0;22-01-2016;
aafs.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;64;0;31-03-2008;
aaft.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;PERSON;FR;60;0;10-07-2007;
aaftv.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;29;0;26-11-2016;26-12-2017
aafu.fr;FR;59;ROUBAIX;OVH;fr;;;;0;28-05-2013;27-07-2014
aafv.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;93;0;02-02-2010;
aaf-virtuel.fr;FR;59;ROUBAIX;OVH;fr;;;;0;20-06-2014;17-08-2014
aafvirtuel.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;08-02-2020;
aafvtc.fr;FR;94;VITRY-SUR-SEINE;CELEONET SAS;fr;PERSON;FR;76;0;09-06-2015;10-07-2016
aaf04.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;04;0;10-04-2013;10-05-2020
aaf63.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;63;0;22-02-2011;23-04-2017
aagaard.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;42;0;29-05-2019;
aaga.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;75;0;27-05-2020;
aagap.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;02-09-2009;
aa-garage.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;PL;99;0;11-08-2009;
aagarca-champardenne.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;80;0;17-04-2013;16-06-2018
aagarif.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;80;0;22-04-2016;
aagar-languedoc.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;80;0;08-06-2016;
aagarn.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;80;0;22-10-2012;
aagar-ra.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;80;0;17-04-2012;
aagassociation.fr;FR;13;AIX EN PROVENCE;HOSTEUR;fr;PERSON;FR;93;0;29-04-2015;01-06-2017
aagate.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;49;0;22-09-2016;
a-agaura.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;17;0;02-01-2020;
aag-avocat.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;38;0;17-03-2019;
a-agay.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;83;0;08-02-2011;11-03-2015
aagazelec.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;62;0;23-12-2013;
aagazelec-62.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;62;0;17-03-2020;
aagb.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;fr;ORG;FR;37;0;19-10-2010;
aagbk.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;35;0;29-09-2011;
aagc.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;ORG;FR;75;0;15-04-2017;
aag-cnes-cst.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;31;0;12-02-2019;
aagconcept.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;31-08-2015;
aag-consulting.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;85;0;14-01-2019;
aagconsulting.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;33;0;05-02-2020;
aagc24.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;23-09-2011;
aagda.fr;FR;75;PARIS CEDEX 15;ORANGE;fr;ORG;FR;02;0;14-12-2007;
aagdc.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;ORG;FR;75;0;09-09-2016;
aagde.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;34;0;05-06-2018;12-07-2020
aagd.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;01-12-2018;12-02-2020
aageamenagement.fr;FR;75;PARIS;GANDI;fr;ORG;FR;34;0;10-07-2012;07-09-2016
aagec-experts-comptables.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;ORG;FR;92;0;07-10-2014;
aagec.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;11-03-2005;
aageevenementiel.fr;FR;75;PARIS;GANDI;fr;ORG;FR;34;0;10-07-2012;07-09-2016
aage.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;34;0;04-12-2008;
aageica.fr;FR;75;PARIS CEDEX 15;ORANGE;fr;ORG;FR;88;0;27-11-2012;
aagelec.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;84;0;13-03-2014;12-04-2018
a-agence.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;91;0;01-12-2015;02-01-2017
aagence-saycom.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;85;0;26-10-2017;
aagency.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;91;0;29-01-2019;
a-agen.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;44;0;13-02-2008;
aag-equipement.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;30-04-2019;
aagesc.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;15-02-2019;
aagesc-jeunes.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;13;0;25-11-2008;25-01-2020
aagestau.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;63;0;28-06-2000;
aagestion.fr;FR;33;PESSAC;BDL Systemes dba ProDomaines;fr;ORG;FR;33;0;18-06-2008;
aag-finance.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;06-12-2017;
a-a-g.fr;FR;93;MONTREUIL SOUS BOIS CEDEX;CTS COMPUTERS AND TELECOMMUNICATIONS SYSTEMS MAGIC ON LINE;fr;ORG;FR;33;0;10-01-2018;
aa-g.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;DE;99;0;02-05-2013;
aag.fr;MC;99;MONACO;NAMEBAY;fr;ORG;FR;42;0;03-05-2005;
aag-fratus.fr;FR;75;PARIS;GANDI;fr;ORG;FR;32;0;07-07-2010;04-09-2018
aaggaa.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;94;0;02-10-2017;27-11-2019
aaggan.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;75;0;22-10-2015;21-12-2018
aagg.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;20-02-2014;22-03-2018
aagglo.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;74;0;09-07-2018;
aag-gym.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;21;0;25-06-2009;
aagg973.fr;FR;59;ROUBAIX;OVH;fr;PERSON;GF;973;0;17-10-2014;16-12-2015
aagif.fr;FR;59;ROUBAIX;OVH;fr;ORG;GB;99;0;19-03-2019;
aagil.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;35;0;15-06-2006;26-08-2019
aa-gingat-bk.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;;;;0;29-03-2010;19-05-2014
aagir.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;44;0;12-10-2004;
aagirlespieux.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;50;0;05-04-2019;
aagis.fr;FR;38;GRENOBLE;PHPNET FRANCE SARL;fr;ORG;FR;06;0;14-10-1999;
aagites.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;62;0;06-08-2013;05-10-2014
aagk.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;31;0;08-06-2012;
aag-laboutique.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;25-05-2020;
aaglobal.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;91;0;15-07-2019;
aaglobalsecure.fr;US;99;MERIDIAN;MARKMONITOR Inc.;fr;ORG;FR;92;0;13-10-2016;
aa-globalvision.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;64;0;22-07-2013;
aa-glob.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;06;0;01-02-2017;03-03-2019
a-a-g-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;26-05-2018;24-07-2020
aagn.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;83;0;13-09-2012;25-11-2019
aagocp.fr;DE;99;BERLIN;CRONON AG;fr;PERSON;FR;69;0;06-11-2009;01-01-2016
aagolfproject.fr;FR;59;ROUBAIX;OVH;fr;;;;0;06-03-2013;05-05-2014
aagora.fr;FR;68;ILLZACH;AITEC;fr;ORG;FR;68;0;13-03-2008;
aagourmand.fr;FR;93;MONTREUIL SOUS BOIS CEDEX;CTS COMPUTERS AND TELECOMMUNICATIONS SYSTEMS MAGIC ON LINE;fr;PERSON;FR;78;0;09-03-2012;
aagp.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;75;0;11-12-2019;
aagpldesalpes.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;04;0;25-07-2006;
aagpl.fr;FR;51;REIMS;OCI 51;fr;ORG;FR;67;0;20-10-2014;
aa-graphikdezign.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;14;0;29-03-2016;
aagroupe.fr;FR;75;PARIS;GANDI;fr;ORG;FR;14;0;26-01-2015;
aa-groupegex.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;01;0;23-07-2014;21-09-2015
aa-group.fr;FR;38;GRENOBLE;PHPNET FRANCE SARL;fr;ORG;FR;31;0;26-04-2012;
aagroup.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;42;0;04-01-2010;
aagroup-paris.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;95;0;07-04-2015;06-06-2017
aa-group11.fr;FR;38;GRENOBLE;PHPNET FRANCE SARL;fr;PERSON;FR;31;0;25-09-2013;
aa-group31.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;92;0;18-07-2013;30-10-2019
aa-group34.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;31;0;18-07-2013;17-08-2018
aags-conseil.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;86;0;21-02-2011;21-03-2020
aagservices.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;38;0;25-04-2012;
aags.fr;FR;75;PARIS;GANDI;fr;ORG;FR;33;0;08-02-2010;
aags-groupe.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;93;0;31-10-2017;30-11-2018
aagsi-agora.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;64;0;11-04-2012;
aags-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;24-09-2019;
aags06.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;06-04-2019;
aagtcr.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;81;0;04-09-2016;
aagt.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;26-07-2013;24-09-2019
aaguaa.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;66;0;09-01-2013;09-03-2016
aa-guilde.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;67;0;25-10-2014;24-12-2016
aag02.fr;FR;75;PARIS;GANDI;fr;ORG;FR;02;0;28-08-2020;
aag37.fr;FR;92;BOULOGNE-BILLANCOURT;IKOULA NET;fr;;;;0;28-04-2013;05-06-2014
aag73800.fr;FR;75;PARIS;Société Française du Radiotéléphone - SFR;fr;ORG;FR;73;0;08-02-2010;
aahaha.fr;FR;49;BEAUCOUZE;R.S.I - S.I.F.O.R.;fr;ORG;FR;49;0;20-04-2006;
aahahta-location-salle-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;16-10-2019;
aah-aixenprovence.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;13;0;27-01-2015;17-05-2018
aah-allocationadultehandicape.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;91;0;05-11-2014;13-02-2020
aahaute-normandie.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;ORG;FR;76;0;08-10-2013;21-03-2016
aahbonsono.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;93;0;14-08-2013;08-01-2018
aahc.fr;FR;75;PARIS CEDEX 15;ORANGE;fr;ORG;FR;15;0;23-07-2012;11-07-2016
aahcl.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;13;0;18-03-2011;23-02-2016
aah-consulting.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;93;0;12-11-2013;11-01-2016
aahd.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;PERSON;FR;84;0;13-01-2012;
a-a-hebergement.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;75;0;19-06-2008;
aahf.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;77;0;02-04-2012;01-06-2017
aah.fr;GB;99;GODALMING;MESH DIGITAL LIMITED;fr;PERSON;FR;69;0;08-10-2004;
aahg.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;34;0;08-08-2018;
aahiata.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;75;0;05-09-2009;
aahj.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;67;0;03-03-2009;
aahk.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;77;0;10-03-2018;10-04-2020
aahkiane.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;94;0;21-07-2017;20-08-2019
aahma.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;49;0;03-02-2016;
aah-menuiseries-fermetures-stegenevievedesbois.fr;FR;75;PARIS;GANDI;fr;ORG;FR;91;0;11-02-2015;
aahmonjardin.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;13;0;23-08-2013;22-09-2018
aaho.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;85;0;03-06-2015;02-08-2016
aaholding.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;29-11-2012;28-01-2017
aa-home.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;35;0;21-10-2013;20-12-2014
aahoo.fr;FR;75;PARIS;GANDI;fr;ORG;FR;34;0;10-02-2012;11-04-2016
aahorizon.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;91;0;21-07-2017;
aahtc.fr;DK;99;COPENHAGUE S;Ascio Technologies Inc. Danmark - filial af Ascio Technologies Inc. USA;fr;ORG;FR;06;0;15-06-2017;
aaht.fr;FR;75;PARIS;Société Française du Radiotéléphone - SFR;fr;ORG;FR;94;0;16-06-2004;
aahv.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;02-08-2011;
aah06.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;13-11-2012;12-01-2016
aah31.fr;FR;59;ROUBAIX;OVH;fr;;;;0;29-04-2013;28-06-2014
aaiaa.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;41;0;30-07-2020;
aaia.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;81;0;30-10-2007;
aai-algerie.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;PERSON;FR;94;0;09-05-2019;
aaiba.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;74;0;12-02-2013;13-04-2014
aaib.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;27-02-2008;
aaibs.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;56;0;20-04-2012;20-05-2015
aaibygroupe-fgdesign.fr;CA;99;LAVAL (GRAND MONTREAL);PLANETHOSTER;fr;PERSON;FR;92;0;17-05-2015;15-08-2016
aaicac.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;54;0;08-06-2009;10-07-2015
aaicare.fr;BE;99;RANST;NameWeb bvba;fr;ORG;NL;99;0;15-07-2016;15-08-2020
aaicc.fr;DE;99;HOMBURG;1API GmbH;fr;PERSON;DE;99;0;11-12-2006;12-06-2016
aaic.fr;FR;75;PARIS;GANDI;fr;ORG;FR;77;0;29-07-1999;
aaicnet.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;75;0;12-11-2013;13-12-2018
aai-conseil-renovation.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;56;0;17-08-2012;12-11-2015
aaida.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;17;0;25-07-2008;23-08-2018
aaidd.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;33;0;21-07-2014;
aaideaarchitectes.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;62;0;31-01-2017;
aaidelphipromotion.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;73;0;16-03-2012;15-05-2014
aaid-entreprise.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;49;0;21-10-2013;
aaide-renov.fr;FR;59;ROUBAIX;OVH;fr;;;;0;14-12-2009;12-02-2014
aaidf.fr;FR;75;PARIS;GANDI;fr;ORG;FR;91;0;12-05-2010;
aaid.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;97;0;27-04-2006;
aaidva.asso.fr;FR;75;PARIS;GANDI;asso.fr;ORG;FR;78;0;14-10-2005;
aaieef.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;95;0;13-03-2017;23-04-2017
aai-eu.fr;FR;75;PARIS;GANDI;fr;ORG;FR;31;0;19-04-2005;30-01-2018
aaif.fr;FR;75;PARIS;GANDI;fr;PERSON;DE;99;0;19-02-2017;19-04-2018
aai-fnai.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;13;0;11-02-2008;15-03-2019
aai.fr;FR;75;PARIS;EXCEPTIONNEL;fr;PERSON;FR;75;0;01-06-2005;
aai-france.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;40;0;19-09-2002;
aaifrance.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;76;0;19-05-2004;10-06-2020
aaig.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;25;0;29-01-2015;
aa-ihedate.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;24-01-2014;24-03-2016
aa-ihednmidi-pyrenees.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;31;0;12-10-2012;11-12-2018
aaihednrn.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;59;0;12-05-2009;
aaiheps.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;14-09-2018;
aaihest.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;10-11-2010;
aaihp.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;75;0;07-09-2004;
aaiia.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;75;0;14-10-2018;
aai-immobilier.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;97;0;13-01-2015;12-02-2018
aaijf.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;94;0;18-08-2004;
aailpp.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;44;0;12-12-2006;
aai-m-alu.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;48;0;21-12-2010;30-10-2019
aaime.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;ORG;FR;75;0;28-07-2019;
aaimer.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;75;0;21-06-2006;21-07-2019
aaim.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;92;0;18-10-2013;
aaimm.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;59;0;08-08-2011;
aa-immobilier.fr;NL;99;LEIDEN;Telepublicity B.V.;fr;ORG;NL;99;0;14-09-2006;
aaimmobilier.fr;FR;75;PARIS;GANDI;fr;ORG;FR;62;0;06-11-2012;02-08-2016
aa-immobilier-perigueux.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;24;0;26-07-2018;
aa-immo.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;17-08-2011;
aaimmo.fr;LU;99;LEUDELANGE;EURODNS S.A.;fr;ORG;FR;54;0;03-09-2008;
aaimmo87.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;35;0;06-05-2011;21-08-2019
aaimnsy.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;31;0;16-02-2017;17-04-2019
aaims.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;49;0;10-02-2020;
aainfo.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;93;0;28-01-2015;29-03-2017
a-a-informatique.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;26;0;06-12-2012;06-01-2015
aa-informatique.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;78;0;05-10-2012;
aainformatique.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;13;0;21-05-2015;
aa-ingenierie.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;34;0;28-07-2011;
aaingenierie.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;ORG;FR;92;0;23-05-2020;
aa-initiatives.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;62;0;09-07-2008;07-08-2016
aainmv-pau.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;64;0;19-12-2014;17-02-2016
aa-innov.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;51;0;24-12-2018;
aaint.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;ORG;DE;99;0;03-05-2016;
aaio.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;06-11-2018;
aaionline.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;31;0;23-07-2012;
aaioxygene.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;26-09-2017;25-11-2019
aaipc.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;28;0;03-03-2006;
aaip.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;26;0;03-01-2008;
aaipharma.fr;ES;99;BARCELONA,;COREhub, S.R.L.;fr;ORG;FR;Anomalie;0;23-11-2005;
aaipro.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;FR;31;0;18-06-2020;
aaip-taxi-fouesneau.fr;FR;75;PARIS;GANDI;fr;ORG;FR;14;0;11-03-2013;10-05-2018
aairbnb.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;EE;99;0;12-10-2017;
aairdalhlacbtrza.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;95;0;16-08-2019;
aair-dialyse.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;31;0;30-06-2015;08-10-2015
aairel.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;60;0;05-04-2011;
aairenergies.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;27;0;09-03-2016;08-05-2017
a-air.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;ES;99;0;27-06-2009;
aair.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;42;0;13-12-2017;
aairobic.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;59;0;04-01-2014;07-11-2015
aair-parachutisme.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;50;0;23-10-2006;
aaisc.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;16;0;03-01-2011;
aai-services.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;34;0;06-06-2014;05-09-2019
aais.fr;FR;38;GRENOBLE;PHPNET FRANCE SARL;fr;ORG;FR;38;0;20-10-2004;
aaita.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;63;0;22-04-2011;
aait.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;33;0;27-10-2017;
aaiutb62.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;62;0;19-04-2019;30-06-2020
